,tokens,topic,aspect,label,type
114,"['it', 'has', 'a', '10', 'hour', 'battery', 'life', 'when', 'you', ""'re"", 'doing', 'web', 'browsing', 'and', 'word', 'editing', ',', 'making', 'it', 'perfect', 'for', 'the', 'classroom', 'or', 'office', ',', 'and', 'in', 'terms', 'of', 'gaming', 'and', 'movie', 'playing', 'it', ""'ll"", 'have', 'a', 'battery', 'life', 'of', 'just', 'over', '5', 'hours', '.']",laptop,"['web', 'browsing']",1,train
115,"['it', 'has', 'a', '10', 'hour', 'battery', 'life', 'when', 'you', ""'re"", 'doing', 'web', 'browsing', 'and', 'word', 'editing', ',', 'making', 'it', 'perfect', 'for', 'the', 'classroom', 'or', 'office', ',', 'and', 'in', 'terms', 'of', 'gaming', 'and', 'movie', 'playing', 'it', ""'ll"", 'have', 'a', 'battery', 'life', 'of', 'just', 'over', '5', 'hours', '.']",laptop,"['word', 'editing']",1,train
116,"['acer', 'has', 'set', 'me', 'up', 'with', 'free', 'recovery', 'discs', ',', 'when', 'they', 'are', 'available', 'since', 'i', 'asked', '.']",laptop,"['recovery', 'discs']",2,train
117,"['i', 'also', 'purchased', 'office', 'max', ""'s"", '``', 'max', 'assurance', ""''"", 'with', 'the', '``', 'no', 'lemon', ""''"", 'clause', '.']",laptop,"['office', 'max', ""'s"", '``', 'max', 'assurance', ""''""]",1,train
118,"['i', 'eventually', 'did', 'the', 'migration', 'from', 'my', 'imac', 'backup', 'disc', 'which', 'uses', 'usb', '.']",laptop,"['imac', 'backup', 'disc']",1,train
119,"['i', 'eventually', 'did', 'the', 'migration', 'from', 'my', 'imac', 'backup', 'disc', 'which', 'uses', 'usb', '.']",laptop,['usb'],1,train
120,"['the', 'battery', 'life', 'seems', 'to', 'be', 'very', 'good', ',', 'and', 'have', 'had', 'no', 'issues', 'with', 'it', '.']",laptop,"['battery', 'life']",2,train
121,"['enabling', 'the', 'battery', 'timer', 'is', 'useless', '.']",laptop,"['battery', 'timer']",0,train
122,"['temperatures', 'on', 'the', 'outside', 'were', 'alright', 'but', 'i', 'did', 'not', 'track', 'in', 'core', 'processing', 'unit', 'temperatures', '.']",laptop,['temperatures'],1,train
123,"['temperatures', 'on', 'the', 'outside', 'were', 'alright', 'but', 'i', 'did', 'not', 'track', 'in', 'core', 'processing', 'unit', 'temperatures', '.']",laptop,"['core', 'processing', 'unit', 'temperatures']",1,train
124,"['going', 'to', 'bring', 'it', 'to', 'service', 'today', '.']",laptop,['service'],1,train
125,"['there', 'is', 'no', 'need', 'to', 'purchase', 'virus', 'protection', 'for', 'mac', ',', 'which', 'saves', 'me', 'a', 'lot', 'of', 'time', 'and', 'money', '.']",laptop,"['virus', 'protection', 'for', 'mac']",2,train
126,"['but', 'we', 'had', 'paid', 'for', 'bluetooth', ',', 'and', 'there', 'was', 'none', '.']",laptop,['bluetooth'],0,train
127,"['so', ',', 'i', 'paid', 'a', 'visit', 'to', 'lg', 'notebook', 'service', 'center', 'at', 'alexandra', 'road', ',', 'hoping', 'they', 'can', 'make', 'the', 'hinge', 'tighter', '.']",laptop,"['lg', 'notebook', 'service', 'center']",1,train
128,"['so', ',', 'i', 'paid', 'a', 'visit', 'to', 'lg', 'notebook', 'service', 'center', 'at', 'alexandra', 'road', ',', 'hoping', 'they', 'can', 'make', 'the', 'hinge', 'tighter', '.']",laptop,['hinge'],0,train
129,"['my', 'daughter', 'uses', 'it', 'for', 'games', ',', 'email', ',', 'facebook', ',', 'pictures', 'and', 'music', '.']",laptop,['games'],1,train
130,"['it', 'is', 'always', 'reliable', ',', 'never', 'bugged', 'and', 'responds', 'well', '.']",laptop,['responds'],2,train
131,"['after', 'about', 'a', 'week', 'i', 'finally', 'got', 'it', 'back', 'and', 'was', 'told', 'that', 'the', 'motherboard', 'had', 'failed', 'and', 'so', 'they', 'installed', 'a', 'new', 'motherboard', '.']",laptop,['motherboard'],1,train
132,"['it', 'was', 'slow', ',', 'locked', 'up', ',', 'and', 'also', 'had', 'hardware', 'replaced', 'after', 'only', '2', 'months', '!']",laptop,['hardware'],0,train
133,"['they', 'had', 'to', 'replace', 'the', 'motherboard', 'in', 'april']",laptop,['motherboard'],0,train
134,"['yes', ',', 'the', 'computer', 'was', 'light', 'weight', ',', 'less', 'expensive', 'than', 'the', 'average', 'laptop', ',', 'and', 'was', 'pretty', 'self', 'explantory', 'in', 'use', '.']",laptop,['use'],2,train
135,"['also', ',', 'if', 'you', 'need', 'to', 'talk', 'to', 'a', 'representive', 'at', 'microsoft', ',', 'there', 'is', 'a', 'charge', ',', 'which', 'i', 'believe', 'is', 'robbery', ',', 'since', 'you', 'are', 'charged', 'enormous', 'amounts', 'for', 'a', 'very', 'badly', 'designed', 'system', ',', 'which', 'most', 'people', 'would', 'have', 'went', 'with', 'xp', 'if', 'they', 'could', '.']",laptop,"['representive', 'at', 'microsoft']",0,train
136,"['also', ',', 'if', 'you', 'need', 'to', 'talk', 'to', 'a', 'representive', 'at', 'microsoft', ',', 'there', 'is', 'a', 'charge', ',', 'which', 'i', 'believe', 'is', 'robbery', ',', 'since', 'you', 'are', 'charged', 'enormous', 'amounts', 'for', 'a', 'very', 'badly', 'designed', 'system', ',', 'which', 'most', 'people', 'would', 'have', 'went', 'with', 'xp', 'if', 'they', 'could', '.']",laptop,['system'],0,train
137,"['also', ',', 'if', 'you', 'need', 'to', 'talk', 'to', 'a', 'representive', 'at', 'microsoft', ',', 'there', 'is', 'a', 'charge', ',', 'which', 'i', 'believe', 'is', 'robbery', ',', 'since', 'you', 'are', 'charged', 'enormous', 'amounts', 'for', 'a', 'very', 'badly', 'designed', 'system', ',', 'which', 'most', 'people', 'would', 'have', 'went', 'with', 'xp', 'if', 'they', 'could', '.']",laptop,['xp'],2,train
138,"['i', 'love', 'windows', '7', 'which', 'is', 'a', 'vast', 'improvment', 'over', 'vista', '.']",laptop,"['windows', '7']",2,train
139,"['i', 'love', 'windows', '7', 'which', 'is', 'a', 'vast', 'improvment', 'over', 'vista', '.']",laptop,['vista'],0,train
140,"['keyboard', 'is', 'great', ',', 'very', 'quiet', 'for', 'all', 'the', 'typing', 'that', 'i', 'do', '.']",laptop,['keyboard'],2,train
141,"['dell', ""'s"", 'customer', 'disservice', 'is', 'an', 'insult', 'to', 'it', ""'s"", 'customers', 'who', 'pay', 'good', 'money', 'for', 'shoddy', 'products', '.']",laptop,"['dell', ""'s"", 'customer', 'disservice']",0,train
142,"['it', 'had', 'a', 'cooling', 'system', 'malfunction', 'after', '10', 'minutes', 'of', 'general', 'use', ',', 'and', 'would', 'not', 'move', 'past', 'this', 'error', '.']",laptop,"['cooling', 'system']",0,train
143,"['it', 'had', 'a', 'cooling', 'system', 'malfunction', 'after', '10', 'minutes', 'of', 'general', 'use', ',', 'and', 'would', 'not', 'move', 'past', 'this', 'error', '.']",laptop,['use'],1,train
144,"['i', 'can', 'render', 'avchd', 'movies', 'with', 'little', 'effort', ',', 'which', 'was', 'a', 'problem', 'for', 'most', 'pc', ""'s"", 'unless', 'you', 'had', 'a', 'quad', 'core', 'i7', '.']",laptop,"['quad', 'core', 'i7']",2,train
145,"['after', 'talking', 'it', 'over', 'with', 'the', 'very', 'knowledgeable', 'sales', 'associate', ',', 'i', 'chose', 'the', 'macbook', 'pro', 'over', 'the', 'white', 'macbook', '.']",laptop,"['sales', 'associate']",2,train
146,"['if', 'you', 'really', 'want', 'a', 'bang-up', 'system', 'and', 'do', ""n't"", 'need', 'to', 'run', 'windows', 'applications', ',', 'go', 'with', 'an', 'apple', ';']",laptop,['system'],2,train
147,"['if', 'you', 'really', 'want', 'a', 'bang-up', 'system', 'and', 'do', ""n't"", 'need', 'to', 'run', 'windows', 'applications', ',', 'go', 'with', 'an', 'apple', ';']",laptop,"['windows', 'applications']",1,train
148,"['you', 'wo', ""n't"", 'have', 'to', 'spend', 'gobs', 'of', 'money', 'on', 'some', 'inefficient', 'virus', 'program', 'that', 'needs', 'to', 'be', 'updated', 'every', 'month', 'and', 'that', 'constantly', 'drains', 'your', 'wallet', '.']",laptop,"['virus', 'program']",0,train
149,"['it', 'weighed', 'like', 'seven', 'pounds', 'or', 'something', 'like', 'that', '.']",laptop,['weighed'],1,train
150,"['it', 'weighed', 'like', 'seven', 'pounds', 'or', 'something', 'like', 'that', '.']",laptop,"['seven', 'pounds']",1,train
151,"['2', 'months', 'later', ',', 'the', 'battery', 'went', '.']",laptop,['battery'],0,train
152,"['you', 'may', 'need', 'to', 'special', 'order', 'a', 'bag', '.']",laptop,['bag'],1,train
153,"['it', ""'s"", 'color', 'is', 'even', 'cool', '.']",laptop,['color'],2,train
154,"['keys', 'are', 'all', 'in', 'weird', 'places', 'and', 'is', 'way', 'too', 'large', 'for', 'the', 'way', 'it', 'is', 'designed', '.']",laptop,['keys'],0,train
155,"['keys', 'are', 'all', 'in', 'weird', 'places', 'and', 'is', 'way', 'too', 'large', 'for', 'the', 'way', 'it', 'is', 'designed', '.']",laptop,['designed'],0,train
156,"['yes', ',', 'a', 'mac', 'is', 'much', 'more', 'money', 'than', 'the', 'average', 'laptop', 'out', 'there', ',', 'but', 'there', 'is', 'no', 'comparison', 'in', 'style', ',', 'speed', 'and', 'just', 'cool', 'factor', '.']",laptop,['style'],2,train
157,"['yes', ',', 'a', 'mac', 'is', 'much', 'more', 'money', 'than', 'the', 'average', 'laptop', 'out', 'there', ',', 'but', 'there', 'is', 'no', 'comparison', 'in', 'style', ',', 'speed', 'and', 'just', 'cool', 'factor', '.']",laptop,['speed'],2,train
158,"['the', 'keyboard', 'feels', 'good', 'and', 'i', 'type', 'just', 'fine', 'on', 'it', '.']",laptop,['keyboard'],2,train
159,"['i', 'thought', 'the', 'white', 'mac', 'computers', 'looked', 'dirty', 'too', 'quicly', 'where', 'you', 'use', 'the', 'mousepad', 'and', 'where', 'you', 'place', 'your', 'hands', 'when', 'typing', '.']",laptop,['mousepad'],1,train
160,"['and', 'not', 'to', 'mention', 'after', 'using', 'it', 'for', 'a', 'few', 'months', 'or', 'so', ',', 'the', 'battery', 'will', 'slowly', 'less', 'and', 'less', 'hold', 'a', 'charge', 'until', 'you', 'ca', ""n't"", 'leave', 'it', 'unplugged', 'for', 'more', 'than', '5', 'minutes', 'without', 'the', 'thing', 'dying', '.']",laptop,['battery'],0,train
161,"['best', 'buy', '-', '5', 'stars', '+', '+', '+', '(', 'sales', ',', 'service', ',', 'respect', 'for', 'old', 'men', 'who', 'are', ""n't"", 'familiar', 'with', 'the', 'technology', ')', 'dell', 'computers', '-', '3', 'stars', 'dell', 'support', '-', 'owes', 'a', 'me', 'a', 'couple']",laptop,['sales'],2,train
162,"['best', 'buy', '-', '5', 'stars', '+', '+', '+', '(', 'sales', ',', 'service', ',', 'respect', 'for', 'old', 'men', 'who', 'are', ""n't"", 'familiar', 'with', 'the', 'technology', ')', 'dell', 'computers', '-', '3', 'stars', 'dell', 'support', '-', 'owes', 'a', 'me', 'a', 'couple']",laptop,['service'],2,train
163,"['best', 'buy', '-', '5', 'stars', '+', '+', '+', '(', 'sales', ',', 'service', ',', 'respect', 'for', 'old', 'men', 'who', 'are', ""n't"", 'familiar', 'with', 'the', 'technology', ')', 'dell', 'computers', '-', '3', 'stars', 'dell', 'support', '-', 'owes', 'a', 'me', 'a', 'couple']",laptop,"['dell', 'support']",2,train
164,"['no', 'complaints', 'with', 'their', 'desktop', ',', 'and', 'maybe', 'because', 'it', 'just', 'sits', 'on', 'your', 'desktop', ',', 'and', 'you', 'do', ""n't"", 'carry', 'it', 'around', ',', 'which', 'could', 'jar', 'the', 'hard', 'drive', ',', 'or', 'the', 'motherboard', '.']",laptop,"['hard', 'drive']",1,train
165,"['no', 'complaints', 'with', 'their', 'desktop', ',', 'and', 'maybe', 'because', 'it', 'just', 'sits', 'on', 'your', 'desktop', ',', 'and', 'you', 'do', ""n't"", 'carry', 'it', 'around', ',', 'which', 'could', 'jar', 'the', 'hard', 'drive', ',', 'or', 'the', 'motherboard', '.']",laptop,['motherboard'],1,train
166,"['since', 'i', 'keyboard', 'over', '100', 'wpm', ',', 'i', 'look', 'for', 'a', 'unit', 'that', 'has', 'a', 'comfortble', 'keyboard', '(', 'no', 'keys', 'sticking', 'or', 'lagging', ',', 'strange', 'configuration', 'of', '``', 'extra', 'key', ""''"", ',', 'etc', '.']",laptop,['keyboard'],2,train
167,"['since', 'i', 'keyboard', 'over', '100', 'wpm', ',', 'i', 'look', 'for', 'a', 'unit', 'that', 'has', 'a', 'comfortble', 'keyboard', '(', 'no', 'keys', 'sticking', 'or', 'lagging', ',', 'strange', 'configuration', 'of', '``', 'extra', 'key', ""''"", ',', 'etc', '.']",laptop,['keys'],2,train
168,"['since', 'i', 'keyboard', 'over', '100', 'wpm', ',', 'i', 'look', 'for', 'a', 'unit', 'that', 'has', 'a', 'comfortble', 'keyboard', '(', 'no', 'keys', 'sticking', 'or', 'lagging', ',', 'strange', 'configuration', 'of', '``', 'extra', 'key', ""''"", ',', 'etc', '.']",laptop,"['configuration', 'of', '``', 'extra', 'key', ""''""]",2,train
169,"[')', 'i', 'also', 'tried', 'the', 'touch', 'pad', 'and', 'compared', 'it', 'to', 'other', 'netbooks', 'in', 'the', 'store', '.']",laptop,"['touch', 'pad']",1,train
170,"['it', 'gets', 'stuck', 'all', 'of', 'the', 'time', 'you', 'use', 'it', ',', 'and', 'you', 'have', 'to', 'keep', 'tapping', 'on', 'it', 'to', 'get', 'it', 'to', 'work', '.']",laptop,['use'],0,train
171,"['it', 'gets', 'stuck', 'all', 'of', 'the', 'time', 'you', 'use', 'it', ',', 'and', 'you', 'have', 'to', 'keep', 'tapping', 'on', 'it', 'to', 'get', 'it', 'to', 'work', '.']",laptop,['work'],0,train
172,"['lots', 'of', 'preloaded', 'software', '.']",laptop,"['preloaded', 'software']",2,train
173,"['i', 'wish', 'it', 'had', 'a', 'webcam', 'though', ',', 'then', 'it', 'would', 'be', 'perfect', '!']",laptop,['webcam'],0,train
174,"['my', 'favorite', 'part', 'of', 'this', 'computer', 'is', 'that', 'it', 'has', 'a', 'vga', 'port', 'so', 'i', 'can', 'connect', 'it', 'to', 'a', 'bigger', 'screen', '.']",laptop,"['vga', 'port']",2,train
175,"['my', 'favorite', 'part', 'of', 'this', 'computer', 'is', 'that', 'it', 'has', 'a', 'vga', 'port', 'so', 'i', 'can', 'connect', 'it', 'to', 'a', 'bigger', 'screen', '.']",laptop,['screen'],1,train
176,"['another', 'thing', 'i', 'might', 'add', 'is', 'the', 'battery', 'life', 'is', 'excellent', '.']",laptop,"['battery', 'life']",2,train
177,"['one', 'drawback', ',', 'i', 'wish', 'the', 'keys', 'were', 'backlit', '.']",laptop,['keys'],0,train
178,"['acer', 'was', 'no', 'help', 'and', 'garmin', 'could', 'not', 'determine', 'the', 'problem', '(', 'after', 'spending', 'about', '2', 'hours', 'with', 'me', ')', ',', 'so', 'i', 'returned', 'it', 'and', 'purchased', 'a', 'toshiba', 'r700', 'that', 'seems', 'even', 'nicer', 'and', 'i', 'was', 'able', 'to', 'load', 'all', 'of', 'my', 'software', 'with', 'no', 'problem', '.']",laptop,['software'],2,train
179,"['i', 'wish', 'the', 'volume', 'could', 'be', 'louder', 'and', 'the', 'mouse', 'didnt', 'break', 'after', 'only', 'a', 'month', '.']",laptop,['volume'],0,train
180,"['i', 'wish', 'the', 'volume', 'could', 'be', 'louder', 'and', 'the', 'mouse', 'didnt', 'break', 'after', 'only', 'a', 'month', '.']",laptop,['mouse'],0,train
181,"['i', 'play', 'a', 'lot', 'of', 'casual', 'games', 'online', ',', 'and', 'the', 'touchpad', 'is', 'very', 'responsive', '.']",laptop,['touchpad'],2,train
182,"['granted', ',', 'it', ""'s"", 'still', 'a', 'very', 'new', 'laptop', 'but', 'in', 'comparison', 'to', 'my', 'previous', 'laptops', 'and', 'desktops', ',', 'my', 'mac', 'boots', 'up', 'noticeably', 'quicker', '.']",laptop,"['boots', 'up']",2,train
183,"['it', 'caught', 'a', 'virus', 'that', 'completely', 'wiped', 'out', 'my', 'hard', 'drive', 'in', 'a', 'matter', 'of', 'hours', '.']",laptop,"['hard', 'drive']",0,train
184,"['it', 'is', 'everything', 'i', ""'d"", 'hoped', 'it', 'would', 'be', 'from', 'a', 'look', 'and', 'feel', 'standpoint', ',', 'but', 'somehow', 'a', 'bit', 'more', 'sturdy', '.']",laptop,"['look', 'and', 'feel', 'standpoint']",2,train
185,"['the', 'only', 'fact', 'i', 'dont', 'like', 'about', 'apples', 'is', 'they', 'generally', 'use', 'safari', 'and', 'i', 'dont', 'use', 'safari', 'but', 'after', 'i', 'install', 'mozzilla', 'firfox', 'i', 'love', 'every', 'single', 'bit', 'about', 'it', '.']",laptop,['safari'],0,train
186,"['the', 'only', 'fact', 'i', 'dont', 'like', 'about', 'apples', 'is', 'they', 'generally', 'use', 'safari', 'and', 'i', 'dont', 'use', 'safari', 'but', 'after', 'i', 'install', 'mozzilla', 'firfox', 'i', 'love', 'every', 'single', 'bit', 'about', 'it', '.']",laptop,"['mozzilla', 'firfox']",2,train
187,"['the', 'bluetooth', 'was', 'not', 'there', 'at', 'all', ',', 'and', 'the', 'fingerprint', 'reader', 'driver', 'would', 'be', 'there', ',', 'but', 'the', 'software', 'would', 'hang', 'after', 'installation', 'was', '1/2', 'way', 'done', '.']",laptop,['bluetooth'],0,train
188,"['the', 'bluetooth', 'was', 'not', 'there', 'at', 'all', ',', 'and', 'the', 'fingerprint', 'reader', 'driver', 'would', 'be', 'there', ',', 'but', 'the', 'software', 'would', 'hang', 'after', 'installation', 'was', '1/2', 'way', 'done', '.']",laptop,"['fingerprint', 'reader', 'driver']",0,train
189,"['the', 'bluetooth', 'was', 'not', 'there', 'at', 'all', ',', 'and', 'the', 'fingerprint', 'reader', 'driver', 'would', 'be', 'there', ',', 'but', 'the', 'software', 'would', 'hang', 'after', 'installation', 'was', '1/2', 'way', 'done', '.']",laptop,['software'],0,train
190,"['great', 'battery', ',', 'speed', ',', 'display', '.']",laptop,['battery'],2,train
191,"['great', 'battery', ',', 'speed', ',', 'display', '.']",laptop,['speed'],2,train
192,"['great', 'battery', ',', 'speed', ',', 'display', '.']",laptop,['display'],2,train
193,"['the', 'delivery', 'was', 'fast', ',', 'and', 'i', 'would', 'not', 'hesitate', 'to', 'purchase', 'this', 'laptop', 'again', '.']",laptop,['delivery'],2,train
194,"['i', ""'ve"", 'been', 'impressed', 'with', 'the', 'battery', 'life', 'and', 'the', 'performance', 'for', 'such', 'a', 'small', 'amount', 'of', 'memory', '.']",laptop,"['battery', 'life']",2,train
195,"['i', ""'ve"", 'been', 'impressed', 'with', 'the', 'battery', 'life', 'and', 'the', 'performance', 'for', 'such', 'a', 'small', 'amount', 'of', 'memory', '.']",laptop,['performance'],2,train
196,"['i', ""'ve"", 'been', 'impressed', 'with', 'the', 'battery', 'life', 'and', 'the', 'performance', 'for', 'such', 'a', 'small', 'amount', 'of', 'memory', '.']",laptop,['memory'],0,train
197,"['it', ""'s"", 'applications', 'are', 'terrific', ',', 'including', 'the', 'replacements', 'for', 'microsoft', 'office', '.']",laptop,['applications'],2,train
198,"['it', ""'s"", 'applications', 'are', 'terrific', ',', 'including', 'the', 'replacements', 'for', 'microsoft', 'office', '.']",laptop,"['microsoft', 'office']",2,train
199,"['they', 'improved', 'nothing', 'else', 'such', 'as', 'resolution', ',', 'appearance', ',', 'cooling', 'system', ',', 'graphics', 'card', ',', 'etc', '.']",laptop,['resolution'],0,train
200,"['they', 'improved', 'nothing', 'else', 'such', 'as', 'resolution', ',', 'appearance', ',', 'cooling', 'system', ',', 'graphics', 'card', ',', 'etc', '.']",laptop,['appearance'],0,train
201,"['they', 'improved', 'nothing', 'else', 'such', 'as', 'resolution', ',', 'appearance', ',', 'cooling', 'system', ',', 'graphics', 'card', ',', 'etc', '.']",laptop,"['cooling', 'system']",0,train
202,"['they', 'improved', 'nothing', 'else', 'such', 'as', 'resolution', ',', 'appearance', ',', 'cooling', 'system', ',', 'graphics', 'card', ',', 'etc', '.']",laptop,"['graphics', 'card']",0,train
203,"['i', 'got', 'it', 'back', 'and', 'my', 'built-in', 'webcam', 'and', 'built-in', 'mic', 'were', 'shorting', 'out', 'anytime', 'i', 'touched', 'the', 'lid', ',', '(', 'mind', 'you', 'this', 'was', 'my', 'means', 'of', 'communication', 'with', 'my', 'fiance', 'who', 'was', 'deployed', ')', 'but', 'i', 'suffered', 'thru', 'it', 'and', 'would', 'constandly', 'have', 'to', 'reset', 'the', 'computer', 'to', 'be', 'able', 'to', 'use', 'my', 'cam', 'and', 'mic', 'anytime', 'they', 'went', 'out', '.']",laptop,"['built-in', 'webcam']",0,train
